loan_id,grade,purpose,state,loan_amount,interest_rate,default_flag,pred_default_probability,risk_band
100837,E,medical,GA,14636.0,0.1901,1,0.7863629028037854,High
100838,C,education,CA,16381.0,0.0865,1,0.44943383318988506,Medium
100839,E,home_improvement,NY,24520.0,0.1465,0,0.6290544074983118,High
100840,D,medical,NC,25567.0,0.1506,1,0.7931565615013108,High
100841,C,medical,CA,8944.0,0.1131,1,0.6545927567974448,High
100842,D,home_improvement,IL,24861.0,0.0926,1,0.3785415106862414,Medium
100843,F,home_improvement,WA,12144.0,0.1764,1,0.6871312195189362,High
100844,D,medical,FL,22220.0,0.089,1,0.5959813946234405,Medium
100845,D,small_business,WA,16272.0,0.1195,1,0.5222124522304125,Medium
100846,B,medical,CA,32092.0,0.0844,1,0.46171786830457096,Medium
100847,D,debt_consolidation,TX,14237.0,0.1089,0,0.5784978438868306,Medium
100848,C,medical,NY,19608.0,0.0945,0,0.41910373112378474,Medium
100849,C,education,TX,23459.0,0.1138,1,0.7805487000790508,High
100850,D,debt_consolidation,FL,10134.0,0.1225,1,0.6894533637269507,High
100851,C,education,FL,17344.0,0.1132,1,0.47381758797603,Medium
100852,B,debt_consolidation,NC,15601.0,0.0603,0,0.19466496706597333,Low
100853,D,debt_consolidation,FL,13376.0,0.1537,1,0.8073351268230607,High
100854,B,debt_consolidation,GA,14042.0,0.0564,0,0.24051469165265704,Low
100855,B,home_improvement,CA,28008.0,0.0857,0,0.3955796699080741,Medium
100856,A,home_improvement,CA,12613.0,0.0755,0,0.4201050480907498,Medium
100857,C,education,FL,23098.0,0.0911,0,0.34025501362184724,Medium
100858,A,medical,NY,20831.0,0.0619,0,0.285911414474273,Low
100859,B,small_business,NC,5427.0,0.0867,0,0.16467406328535003,Low
100860,E,education,FL,22673.0,0.157,0,0.6686305288397332,High
100861,C,debt_consolidation,FL,5278.0,0.1002,0,0.3955780494969275,Medium
100862,E,home_improvement,GA,23653.0,0.1128,1,0.4941077447647111,Medium
100863,C,education,GA,13435.0,0.0784,0,0.33042802726669335,Medium
100864,B,small_business,GA,18075.0,0.0831,0,0.2821182374995063,Low
100865,D,debt_consolidation,FL,6351.0,0.1339,0,0.5669380346381923,Medium
100866,B,home_improvement,TX,19101.0,0.0785,0,0.6168733290643628,High
100867,F,home_improvement,CA,26343.0,0.2029,1,0.8818836481103617,High
100868,B,debt_consolidation,CA,10737.0,0.0548,1,0.2878367119851385,Low
100869,D,medical,GA,12535.0,0.1534,1,0.6584185769353716,High
100870,C,small_business,TX,22092.0,0.1324,1,0.7495030168363868,High
100871,E,home_improvement,FL,22317.0,0.135,1,0.6152780447589419,High
100872,B,home_improvement,IL,1000.0,0.0943,0,0.24173627969234637,Low
100873,C,medical,IL,36139.0,0.1158,0,0.5973293973345879,Medium
100874,A,education,CA,22757.0,0.0516,0,0.17178685908894675,Low
100875,D,small_business,IL,24272.0,0.1739,1,0.9722973927137932,High
100876,B,education,TX,16708.0,0.0577,0,0.27621963251881937,Low
100877,C,medical,NY,1302.0,0.0774,0,0.10819059235299644,Low
100878,D,debt_consolidation,GA,24072.0,0.1258,1,0.6733343841456918,High
100879,C,debt_consolidation,FL,12913.0,0.1102,0,0.4858222470960469,Medium
100880,D,debt_consolidation,FL,22895.0,0.1091,1,0.6124034754980957,High
100881,D,medical,CA,16031.0,0.1254,0,0.5378361911850517,Medium
100882,B,home_improvement,NC,20142.0,0.0921,1,0.41040443219343575,Medium
100883,D,home_improvement,IL,11025.0,0.1624,1,0.7371065217591597,High
100884,C,education,GA,25780.0,0.0736,1,0.3057263404632573,Medium
100885,C,debt_consolidation,FL,7305.0,0.0974,1,0.41143796454249343,Medium
100886,B,debt_consolidation,NY,38210.0,0.0587,1,0.33491380100068185,Medium
100887,C,home_improvement,NY,38142.0,0.0745,1,0.9833113102971948,High
100888,D,small_business,CA,32694.0,0.1227,0,0.6914445687908871,High
100889,E,education,NC,29479.0,0.1271,1,0.6908516541853555,High
100890,E,home_improvement,IL,17239.0,0.2154,1,0.8930168919959929,High
100891,D,home_improvement,NY,28499.0,0.1393,0,0.5494681325623008,Medium
100892,A,medical,WA,17134.0,0.084,0,0.39853965865889024,Medium
100893,C,education,TX,4018.0,0.1162,1,0.4922197052751032,Medium
100894,B,debt_consolidation,FL,31529.0,0.0682,1,0.7686430989744406,High
100895,D,education,FL,28159.0,0.1632,1,0.8921425346950363,High
100896,B,education,NC,17718.0,0.131,0,0.5740093850079757,Medium
100897,F,home_improvement,GA,6973.0,0.1882,0,0.6136888625139967,High
100898,B,small_business,GA,12724.0,0.05,1,0.1504978458457378,Low
100899,A,small_business,NY,1610.0,0.05,0,0.07373534639419953,Low
100900,E,debt_consolidation,IL,26506.0,0.1333,1,0.5919404892235879,Medium
100901,B,medical,NC,3570.0,0.0679,1,0.14471538620417196,Low
100902,A,home_improvement,CA,20581.0,0.05,0,0.16607639601976018,Low
100903,C,debt_consolidation,WA,10407.0,0.1012,0,0.3873192300272374,Medium
100904,F,medical,NY,5160.0,0.1509,0,0.5746437026557156,Medium
100905,B,small_business,WA,20145.0,0.0834,1,0.4894548374898774,Medium
100906,C,medical,FL,14996.0,0.1028,0,0.4360535518822765,Medium
100907,B,debt_consolidation,WA,25544.0,0.1181,0,0.5640114889967599,Medium
100908,C,education,NY,6592.0,0.1097,0,0.4382013643930337,Medium
100909,B,debt_consolidation,NC,11184.0,0.0986,1,0.3120673926682728,Medium
100910,C,home_improvement,GA,1000.0,0.0833,0,0.24705782868806983,Low
100911,C,medical,WA,1000.0,0.092,1,0.25606629636966177,Low
100912,E,education,FL,34184.0,0.1494,1,0.6817330503402946,High
100913,D,small_business,TX,36752.0,0.109,1,0.7585280157094222,High
100914,D,debt_consolidation,TX,18835.0,0.1567,1,0.7226319487066305,High
100915,C,medical,FL,10586.0,0.0905,1,0.4686130830212072,Medium
100916,B,education,GA,15314.0,0.0623,1,0.41966772796333085,Medium
100917,B,home_improvement,NC,25862.0,0.1148,1,0.5642629205982284,Medium
100918,C,education,IL,13370.0,0.116,0,0.6475897185302216,High
100919,B,medical,NC,20139.0,0.0676,0,0.29812353162895194,Low
100920,B,small_business,TX,17885.0,0.0958,1,0.6799896896114966,High
100921,C,small_business,WA,12881.0,0.1148,0,0.5616764141085685,Medium
100922,B,education,IL,13264.0,0.0966,1,0.6390448038011759,High
100923,B,small_business,TX,20640.0,0.0822,0,0.3650552597559235,Medium
100924,C,medical,WA,9208.0,0.1517,1,0.6229165835802237,High
100925,D,medical,NC,22066.0,0.1073,0,0.4247917589247098,Medium
100926,B,small_business,FL,13756.0,0.1007,0,0.6033116129384003,High
100927,D,medical,NY,19146.0,0.1291,1,0.8782980964852124,High
100928,A,debt_consolidation,NY,30456.0,0.05,0,0.2931362847840504,Low
100929,F,education,IL,16486.0,0.2064,1,0.909536510161404,High
100930,C,home_improvement,WA,26278.0,0.1038,0,0.7027043394051207,High
100931,C,small_business,TX,1872.0,0.1587,0,0.5847675906466852,Medium
100932,D,medical,WA,13767.0,0.0972,1,0.4992765750811111,Medium
100933,C,debt_consolidation,WA,18249.0,0.0631,0,0.3297286746392373,Medium
100934,C,education,CA,35310.0,0.1544,1,0.7231884178804812,High
100935,C,debt_consolidation,FL,1000.0,0.1315,1,0.25673380490298836,Low
100936,F,education,TX,17134.0,0.147,1,0.7965188919698175,High
100937,E,education,GA,31110.0,0.1768,1,0.7702514489867714,High
100938,C,medical,WA,10935.0,0.0829,0,0.5420827956016174,Medium
100939,D,education,IL,16084.0,0.1283,0,0.6477035969747927,High
100940,B,education,TX,20986.0,0.0666,0,0.2818949119119586,Low
100941,C,education,FL,19661.0,0.1319,1,0.5631495795351145,Medium
100942,C,small_business,NC,32092.0,0.0806,1,0.5340664537157764,Medium
100943,B,education,NC,22036.0,0.0913,1,0.7852359189660535,High
100944,E,small_business,TX,29950.0,0.1518,0,0.7711377002783467,High
100945,D,education,FL,14760.0,0.1696,1,0.8223229916392968,High
100946,E,debt_consolidation,WA,11335.0,0.1527,0,0.7345235766748898,High
100947,C,medical,NY,15968.0,0.1195,1,0.6181685693541144,High
100948,C,medical,NC,7568.0,0.0759,1,0.26968149070573433,Low
100949,D,education,FL,22352.0,0.1126,1,0.6095668618877318,High
100950,A,medical,NY,14527.0,0.0617,0,0.1862311700679978,Low
100951,E,medical,NC,11954.0,0.1286,1,0.5981275706949454,Medium
100952,A,small_business,IL,22488.0,0.0957,1,0.6501268897231038,High
100953,D,small_business,CA,7707.0,0.1741,1,0.8684844381208148,High
100954,D,medical,CA,24935.0,0.114,0,0.5977791207777114,Medium
100955,A,education,NC,13695.0,0.0715,0,0.29501791678077965,Low
100956,B,education,IL,28432.0,0.0765,0,0.4096172257713182,Medium
100957,C,small_business,GA,14465.0,0.1161,1,0.6662579612395563,High
100958,B,education,NC,23687.0,0.0879,0,0.4226774152208564,Medium
100959,E,debt_consolidation,WA,19616.0,0.1615,1,0.8753719472811424,High
100960,B,medical,NC,24695.0,0.0501,0,0.36906470821916065,Medium
100961,C,debt_consolidation,NC,18990.0,0.0775,0,0.33217353253752574,Medium
100962,B,small_business,FL,3029.0,0.107,0,0.2815017846269437,Low
100963,A,debt_consolidation,WA,27079.0,0.069,0,0.4166229537555913,Medium
100964,B,medical,GA,17211.0,0.0691,0,0.27305564497146745,Low
100965,E,small_business,NC,25106.0,0.1267,1,0.9713607375481622,High
100966,D,small_business,GA,24212.0,0.0759,1,0.8748521033685742,High
100967,E,debt_consolidation,GA,11040.0,0.1502,1,0.6857539685047035,High
100968,C,medical,NY,9767.0,0.066,0,0.20216869144800564,Low
100969,B,small_business,FL,23898.0,0.1032,0,0.7815442216561896,High
100970,A,education,GA,15271.0,0.0894,1,0.3793677236214848,Medium
100971,C,education,TX,26428.0,0.1424,0,0.8269317530652174,High
100972,A,education,TX,16396.0,0.0553,1,0.31495171009044254,Medium
100973,A,home_improvement,GA,27211.0,0.05,1,0.25128112477531395,Low
100974,C,small_business,NC,21810.0,0.1828,1,0.8656823784916126,High
100975,B,debt_consolidation,FL,20592.0,0.0742,0,0.31290594952924344,Medium
100976,C,home_improvement,GA,14634.0,0.0892,0,0.4327058261075086,Medium
100977,C,home_improvement,NY,20092.0,0.1016,0,0.27174428724525634,Low
100978,D,medical,IL,28736.0,0.1538,1,0.8751568607548706,High
100979,C,education,NC,17512.0,0.0602,0,0.38179140448305743,Medium
100980,D,education,FL,22781.0,0.107,0,0.5016218034588816,Medium
100981,C,education,NC,18417.0,0.0934,1,0.4067426431693851,Medium
100982,A,education,NC,19121.0,0.0633,1,0.26915238278928716,Low
100983,B,debt_consolidation,WA,33511.0,0.0602,0,0.2707656359546665,Low
100984,A,education,CA,28816.0,0.05,0,0.17165346843423948,Low
100985,C,education,NC,18715.0,0.116,1,0.8584367792388288,High
100986,D,small_business,FL,19930.0,0.1443,0,0.5688197106547124,Medium
100987,D,debt_consolidation,NY,11683.0,0.1024,0,0.31272477027448203,Medium
100988,B,small_business,FL,16443.0,0.1013,1,0.3956187496129736,Medium
100989,A,small_business,FL,20785.0,0.0856,0,0.6482672783268179,High
100990,B,debt_consolidation,FL,25656.0,0.051,0,0.22103203995003778,Low
100991,F,home_improvement,WA,24743.0,0.1512,1,0.6596579246084315,High
100992,B,small_business,CA,8017.0,0.05,0,0.19587253121477785,Low
100993,C,debt_consolidation,WA,26793.0,0.084,0,0.4333289069260189,Medium
100994,A,home_improvement,NY,17201.0,0.107,1,0.49644876810223015,Medium
100995,D,small_business,GA,9117.0,0.1392,0,0.5998471042930589,Medium
100996,C,education,NC,30027.0,0.1332,0,0.6941485995906145,High
100997,A,home_improvement,FL,31170.0,0.0611,1,0.3465270094614093,Medium
100998,C,debt_consolidation,GA,20374.0,0.05,0,0.2272721493049261,Low
100999,D,education,NY,24379.0,0.1395,1,0.6151592439091438,High
101000,C,education,GA,24907.0,0.0641,0,0.32200558806057444,Medium
101001,F,education,IL,30562.0,0.1798,1,0.8306814854839247,High
101002,E,medical,IL,24553.0,0.1668,0,0.6446834007557503,High
101003,C,small_business,CA,6051.0,0.065,1,0.35234272675884876,Medium
101004,E,debt_consolidation,WA,36088.0,0.1371,1,0.6579264821776104,High
101005,D,small_business,GA,27591.0,0.1275,1,0.8943428784217378,High
101006,C,small_business,IL,13414.0,0.1043,1,0.565917169529515,Medium
101007,D,small_business,TX,8733.0,0.1201,1,0.6266838935198402,High
101008,C,small_business,WA,22543.0,0.1192,0,0.6716640236482276,High
101009,C,education,WA,15496.0,0.1225,0,0.6941024943855824,High
101010,C,small_business,GA,20970.0,0.0836,1,0.5612813557988143,Medium
101011,D,debt_consolidation,NC,24691.0,0.1282,1,0.6858274747389512,High
101012,E,small_business,TX,12902.0,0.1159,1,0.5164418396995515,Medium
101013,B,small_business,NY,7955.0,0.0742,1,0.3318262038445245,Medium
101014,D,medical,NC,21472.0,0.1309,1,0.6596165753697398,High
101015,C,small_business,CA,13200.0,0.1189,0,0.49909165919781406,Medium
101016,E,debt_consolidation,NC,19315.0,0.1142,1,0.7763823701707399,High
101017,C,home_improvement,TX,5910.0,0.1387,1,0.5978941904215855,Medium
101018,B,education,FL,15730.0,0.0738,0,0.3510410818896795,Medium
101019,B,debt_consolidation,TX,24435.0,0.05,1,0.21760922595674334,Low
101020,A,education,NC,23453.0,0.0703,1,0.23900446526350272,Low
101021,A,home_improvement,IL,10905.0,0.0587,0,0.2622584064715177,Low
101022,B,small_business,NC,7486.0,0.0812,0,0.41828348766867807,Medium
101023,A,home_improvement,CA,18142.0,0.0655,1,0.27294298824505037,Low
101024,E,debt_consolidation,CA,23049.0,0.1507,0,0.6431022194215245,High
101025,C,small_business,IL,21647.0,0.0874,0,0.800364213031866,High
101026,C,small_business,CA,13391.0,0.0863,0,0.35641711463021275,Medium
101027,D,debt_consolidation,IL,20680.0,0.1474,1,0.7153425152124008,High
101028,B,home_improvement,WA,31521.0,0.0802,0,0.2889842494436636,Low
101029,D,home_improvement,FL,19846.0,0.1164,1,0.6350667711120674,High
101030,D,education,GA,3302.0,0.1187,1,0.19049341331191802,Low
101031,C,home_improvement,CA,19829.0,0.0702,1,0.8117094877796523,High
101032,C,debt_consolidation,TX,36396.0,0.1147,1,0.6911926786718248,High
101033,B,education,TX,6413.0,0.0994,0,0.2599392138485659,Low
101034,C,debt_consolidation,FL,18268.0,0.1178,1,0.5799695178815027,Medium
101035,C,medical,FL,15963.0,0.0894,1,0.5573512908309513,Medium
101036,B,debt_consolidation,IL,18863.0,0.0504,0,0.21088043660323594,Low
101037,C,home_improvement,TX,19748.0,0.0748,0,0.39123148068080993,Medium
101038,C,small_business,FL,28260.0,0.1146,1,0.48894854053276265,Medium
101039,A,debt_consolidation,GA,18763.0,0.1041,1,0.5465048690287765,Medium
101040,B,small_business,CA,29495.0,0.1093,1,0.4915236893738401,Medium
101041,C,medical,GA,16941.0,0.0865,1,0.47662945831428816,Medium
101042,A,small_business,TX,14849.0,0.0564,0,0.28020254925382687,Low
101043,D,debt_consolidation,GA,11977.0,0.1326,1,0.7149002050008733,High
101044,E,home_improvement,GA,1646.0,0.1796,1,0.5270447257182334,Medium
101045,D,debt_consolidation,FL,20482.0,0.1363,1,0.7901068349876701,High
101046,B,education,CA,36486.0,0.0769,1,0.5822356252730523,Medium
101047,C,education,FL,22124.0,0.139,0,0.5791573477433712,Medium
101048,D,medical,IL,24181.0,0.112,0,0.6222019833223239,High
101049,D,medical,NY,14283.0,0.1178,0,0.5566321598652946,Medium
101050,F,debt_consolidation,WA,15801.0,0.1291,1,0.4335477023949513,Medium
101051,C,education,GA,26862.0,0.0604,0,0.35131625991470383,Medium
101052,B,small_business,NC,36078.0,0.05,0,0.17153211630680812,Low
101053,C,debt_consolidation,FL,31392.0,0.1818,0,0.7721827987082774,High
101054,E,medical,NC,25247.0,0.1483,0,0.5579498601957036,Medium
101055,C,debt_consolidation,TX,18316.0,0.1236,1,0.5580444924938552,Medium
101056,E,medical,NC,19887.0,0.1373,1,0.4620917876187838,Medium
101057,D,small_business,TX,11218.0,0.0958,0,0.4537627580909091,Medium
101058,F,home_improvement,IL,4966.0,0.164,1,0.6303361612100445,High
101059,C,medical,WA,7859.0,0.0985,1,0.5067307067335541,Medium
101060,E,small_business,CA,18448.0,0.1709,1,0.6596541752333565,High
101061,E,debt_consolidation,FL,15372.0,0.1348,0,0.6501895327483097,High
101062,E,debt_consolidation,NY,4775.0,0.1322,0,0.20366603947527415,Low
101063,E,medical,GA,17664.0,0.1593,1,0.5439354928615852,Medium
101064,C,medical,FL,15134.0,0.0843,1,0.5482066385938068,Medium
101065,D,home_improvement,CA,7444.0,0.126,0,0.2970254950819744,Low
101066,C,medical,CA,14668.0,0.0909,1,0.590050720317406,Medium
101067,D,debt_consolidation,CA,15111.0,0.0785,1,0.5165708032598877,Medium
101068,D,small_business,CA,12450.0,0.0983,0,0.4777420259202165,Medium
101069,D,small_business,FL,26340.0,0.1106,1,0.5243699041052353,Medium
101070,C,home_improvement,NY,1000.0,0.0689,0,0.11725771036873736,Low
101071,D,small_business,TX,1000.0,0.1285,1,0.42290204591746305,Medium
101072,E,home_improvement,FL,18030.0,0.1888,0,0.5434443002967174,Medium
101073,C,home_improvement,FL,18865.0,0.1096,1,0.7662434620737585,High
101074,C,home_improvement,IL,21638.0,0.0693,1,0.352154794690329,Medium
101075,E,education,FL,13149.0,0.1369,1,0.6902945506722867,High
101076,D,medical,NC,9739.0,0.0786,0,0.3712129234971027,Medium
101077,C,small_business,NY,17934.0,0.0968,1,0.5727489248156837,Medium
101078,C,home_improvement,FL,14026.0,0.0626,0,0.5575039014083604,Medium
101079,D,education,FL,31960.0,0.136,1,0.7759435084450321,High
101080,D,small_business,CA,15082.0,0.1027,1,0.4919516930099424,Medium
101081,B,debt_consolidation,WA,17521.0,0.103,0,0.5751519328569821,Medium
101082,B,home_improvement,IL,40279.0,0.1007,1,0.81735207153892,High
101083,E,medical,FL,16247.0,0.1416,1,0.7963077474779285,High
101084,E,medical,NY,23005.0,0.1716,1,0.7697311413971637,High
101085,C,education,IL,23817.0,0.0689,1,0.3101641986190129,Medium
101086,E,medical,NC,24583.0,0.0738,1,0.27503194459573616,Low
101087,C,medical,FL,20605.0,0.0523,1,0.28309273538222895,Low
101088,B,home_improvement,FL,19745.0,0.0614,0,0.3412392840690318,Medium
101089,D,education,TX,18903.0,0.1033,1,0.562931024785075,Medium
101090,A,small_business,NY,12816.0,0.0587,1,0.36195904867582296,Medium
101091,A,small_business,WA,20930.0,0.0715,1,0.29077237611474915,Low
101092,E,small_business,WA,36258.0,0.1259,0,0.5422135102116071,Medium
101093,C,small_business,GA,28896.0,0.1112,1,0.7088857208667769,High
101094,B,small_business,FL,20735.0,0.0901,1,0.5444446531782887,Medium
101095,C,home_improvement,NC,25702.0,0.1315,1,0.6459307037347735,High
101096,C,medical,IL,10177.0,0.1029,0,0.3400641831943785,Medium
101097,C,debt_consolidation,TX,15655.0,0.1522,0,0.7841215628564799,High
101098,B,home_improvement,TX,26531.0,0.104,1,0.540890866184662,Medium
101099,C,home_improvement,FL,31385.0,0.0787,1,0.49224737625615483,Medium
101100,C,home_improvement,FL,11062.0,0.1031,0,0.583640113481561,Medium
101101,C,medical,CA,13648.0,0.1502,1,0.7226892346577304,High
101102,E,medical,CA,37632.0,0.1769,1,0.8084125880007106,High
101103,C,medical,IL,18866.0,0.0908,1,0.5831305821095675,Medium
101104,E,education,GA,34410.0,0.1462,1,0.6116239136348921,High
101105,F,home_improvement,TX,19862.0,0.1452,1,0.7504500795487876,High
101106,B,debt_consolidation,TX,20216.0,0.0939,0,0.41721275505180194,Medium
101107,A,small_business,IL,15251.0,0.0934,0,0.3499427402599569,Medium
101108,C,home_improvement,CA,26483.0,0.1199,1,0.9427827210830809,High
101109,E,education,GA,30220.0,0.1414,1,0.5988261229616845,Medium
101110,A,small_business,IL,8685.0,0.0918,0,0.441402698765389,Medium
101111,B,home_improvement,NY,14828.0,0.0592,1,0.19957044671069746,Low
101112,D,medical,IL,26236.0,0.12,0,0.5426622162853353,Medium
101113,D,education,TX,16834.0,0.0975,0,0.2622368444190278,Low
101114,A,education,NY,13560.0,0.0803,1,0.37987725546861034,Medium
101115,C,home_improvement,IL,27086.0,0.066,0,0.25598537727146736,Low
101116,B,debt_consolidation,NC,27931.0,0.05,0,0.2011100241533273,Low
101117,F,debt_consolidation,GA,13953.0,0.1706,0,0.7552818733823715,High
101118,D,education,WA,19911.0,0.1493,1,0.5506312362893938,Medium
101119,C,small_business,NY,7124.0,0.1169,0,0.4788315202519855,Medium
101120,E,small_business,NC,9941.0,0.1302,0,0.33982302649881957,Medium
101121,C,small_business,TX,19117.0,0.091,1,0.339194183500377,Medium
101122,E,small_business,NY,18283.0,0.1461,1,0.6594296580162372,High
101123,B,medical,FL,9298.0,0.0848,0,0.31252300284279044,Medium
101124,A,home_improvement,IL,11556.0,0.0506,1,0.24378300408918127,Low
101125,C,home_improvement,WA,8415.0,0.0753,0,0.393284179349325,Medium
101126,B,home_improvement,FL,22096.0,0.0603,1,0.2938624483145537,Low
101127,D,small_business,NC,1000.0,0.089,0,0.17146214496052423,Low
101128,C,debt_consolidation,FL,8896.0,0.106,0,0.3501965664794301,Medium
101129,B,debt_consolidation,WA,1234.0,0.0797,0,0.08384539835040558,Low
101130,D,small_business,CA,21771.0,0.0998,1,0.8309544210652934,High
101131,C,small_business,TX,1775.0,0.132,0,0.3255727622590267,Medium
101132,C,debt_consolidation,TX,18286.0,0.0844,0,0.474767058410823,Medium
101133,B,debt_consolidation,CA,32756.0,0.1275,1,0.7231580433489648,High
101134,F,home_improvement,GA,33061.0,0.1917,0,0.9528303238536633,High
101135,D,debt_consolidation,IL,1747.0,0.1137,0,0.1623897149396328,Low
101136,E,home_improvement,GA,20686.0,0.1573,0,0.5975479973086278,Medium
101137,D,education,NY,9099.0,0.096,1,0.40093521997952986,Medium
101138,C,education,CA,7262.0,0.1078,1,0.3444510977195582,Medium
101139,A,home_improvement,NY,16979.0,0.0607,1,0.35748303383167324,Medium
101140,D,home_improvement,CA,29055.0,0.1222,1,0.600067809864896,High
101141,A,education,NY,23397.0,0.0745,0,0.6423819377027649,High
101142,F,medical,CA,11564.0,0.1639,0,0.7292266601933579,High
101143,B,home_improvement,TX,24345.0,0.0974,0,0.6874868697608352,High
101144,C,small_business,WA,1000.0,0.0797,0,0.10159294070262627,Low
101145,C,medical,NC,11223.0,0.1017,0,0.3344399312129244,Medium
101146,C,education,TX,10585.0,0.1165,0,0.5259091702285571,Medium
101147,D,education,NC,18705.0,0.115,0,0.45552232654898317,Medium
101148,D,small_business,GA,16175.0,0.1471,1,0.707906735790481,High
101149,D,education,CA,16727.0,0.1054,0,0.5342609381969746,Medium
101150,E,medical,CA,16428.0,0.1533,1,0.6493630014423674,High
101151,C,medical,CA,18202.0,0.0801,1,0.6593861020445602,High
101152,C,debt_consolidation,WA,22861.0,0.1293,0,0.7764055480935027,High
101153,E,debt_consolidation,WA,19344.0,0.1465,1,0.8778304181763554,High
101154,B,debt_consolidation,NC,15441.0,0.0758,1,0.3152081543078571,Medium
101155,B,education,IL,21616.0,0.05,1,0.19459564280179975,Low
101156,A,home_improvement,CA,25435.0,0.05,0,0.14040732586129376,Low
101157,D,small_business,NC,12996.0,0.1346,1,0.5952887523798027,Medium
101158,D,medical,GA,17465.0,0.0789,0,0.39329675025840544,Medium
101159,B,small_business,WA,28457.0,0.05,0,0.21371798096536693,Low
101160,A,home_improvement,NC,8075.0,0.101,1,0.31043725051851545,Medium
101161,A,education,NY,34242.0,0.071,1,0.9441135065681238,High
101162,C,medical,IL,5948.0,0.1343,1,0.5253232068542335,Medium
101163,B,home_improvement,IL,14892.0,0.05,0,0.23100406488267008,Low
101164,D,medical,NY,9448.0,0.1593,1,0.7071655183095141,High
101165,F,home_improvement,NC,37691.0,0.2161,1,0.9253670223288649,High
101166,D,small_business,IL,13470.0,0.1325,1,0.8212537171298465,High
101167,E,home_improvement,NC,13492.0,0.1991,1,0.8953081558860297,High
101168,F,debt_consolidation,NY,14663.0,0.1842,1,0.7296388133086138,High
101169,D,small_business,FL,18860.0,0.1347,0,0.9335457729711151,High
101170,C,education,NC,15044.0,0.1284,1,0.7195964880305714,High
101171,D,home_improvement,TX,16804.0,0.1106,1,0.5366472486645666,Medium
101172,C,education,IL,1000.0,0.0909,1,0.08897895134104324,Low
101173,C,debt_consolidation,GA,18514.0,0.1347,1,0.7406064119296513,High
101174,A,home_improvement,GA,18160.0,0.1068,1,0.5169506275874669,Medium
101175,D,debt_consolidation,GA,27347.0,0.1166,1,0.5515328871369168,Medium
101176,E,home_improvement,IL,29782.0,0.1665,1,0.8722336588806545,High
101177,D,small_business,CA,16311.0,0.1292,1,0.5585282381391188,Medium
101178,C,education,NY,25346.0,0.0684,0,0.29589686301290374,Low
101179,C,education,GA,8086.0,0.0557,0,0.1502420376954407,Low
101180,D,education,IL,24906.0,0.1248,0,0.47887371335921136,Medium
101181,D,small_business,NY,12848.0,0.1643,1,0.7268263046168864,High
101182,C,home_improvement,NC,7338.0,0.1176,1,0.679533034416417,High
101183,C,education,NY,16330.0,0.0907,1,0.34853397332518954,Medium
101184,C,debt_consolidation,FL,30604.0,0.0989,1,0.5788503243836363,Medium
101185,E,education,FL,19629.0,0.1492,0,0.5124811118416542,Medium
101186,B,education,NY,31468.0,0.05,1,0.16313095671136285,Low
101187,E,debt_consolidation,IL,11261.0,0.1915,1,0.7201984455566253,High
101188,B,small_business,NC,27431.0,0.0903,0,0.4629972507654153,Medium
101189,F,education,NC,12131.0,0.1374,0,0.6686989735435337,High
101190,C,small_business,NY,20028.0,0.1331,0,0.818769736871312,High
101191,D,education,NY,19950.0,0.0944,0,0.35231278089291396,Medium
101192,D,home_improvement,GA,23953.0,0.1189,1,0.44562519833071706,Medium
101193,D,small_business,IL,20257.0,0.0907,1,0.4622901370022371,Medium
101194,D,education,TX,11347.0,0.076,0,0.32325130817599135,Medium
101195,A,debt_consolidation,IL,25923.0,0.0625,1,0.5495227754872626,Medium
101196,B,medical,GA,33585.0,0.1284,1,0.6967247355052546,High
101197,B,education,FL,12746.0,0.0946,0,0.36780688019133645,Medium
101198,D,medical,IL,1483.0,0.082,0,0.1659988947121866,Low
101199,D,education,GA,22494.0,0.1519,0,0.7672061288465654,High
101200,B,small_business,CA,15019.0,0.0802,1,0.5411769455064711,Medium
101201,D,home_improvement,NC,16820.0,0.1923,1,0.8837535350337179,High
101202,B,home_improvement,CA,23006.0,0.1266,1,0.7217181757401764,High
101203,B,medical,CA,13892.0,0.05,1,0.1591056201079654,Low
101204,C,medical,NY,15580.0,0.1113,0,0.5029200571655141,Medium
101205,D,medical,CA,17099.0,0.1164,0,0.4674059292906893,Medium
101206,A,small_business,WA,31228.0,0.0729,1,0.5714369680022914,Medium
101207,E,medical,IL,18271.0,0.1924,1,0.8694505880715862,High
101208,D,small_business,NY,6879.0,0.1102,1,0.3368129666604136,Medium
101209,C,small_business,NC,7237.0,0.0945,0,0.3780486222264127,Medium
101210,B,education,NY,19253.0,0.1298,1,0.621327650047384,High
101211,D,education,NC,7835.0,0.1078,0,0.5699592920619291,Medium
101212,E,medical,IL,3939.0,0.1603,1,0.4026239206201868,Medium
101213,C,debt_consolidation,WA,23720.0,0.1211,1,0.6769547896716365,High
101214,B,home_improvement,NC,24160.0,0.0986,1,0.505930777763064,Medium
101215,C,home_improvement,NY,14687.0,0.123,1,0.7480401691185279,High
101216,C,home_improvement,CA,20643.0,0.1447,1,0.6888589399852004,High
101217,B,education,GA,19693.0,0.0825,1,0.3355645148778395,Medium
101218,D,medical,WA,23422.0,0.0876,1,0.576587117633409,Medium
101219,B,education,TX,23443.0,0.0578,0,0.29884282495117703,Low
