loan_id,issue_date,age,annual_income,loan_amount,term_months,employment_length_years,credit_score,grade,purpose,state,home_ownership,inquiries_last_6m,delinquencies_last_2y,revolving_utilization,dti_ratio,interest_rate,default_flag
101378,2022-11-03,55,68678.0,17096.0,60,14.0,580.0,C,small_business,IL,RENT,0,0,0.7767,0.9,0.1456,1
101379,2022-06-27,44,65128.0,24853.0,36,6.0,633.0,F,debt_consolidation,IL,OWN,1,1,0.4058,0.9,0.205,1
101380,2022-09-03,45,67325.0,7778.0,36,8.0,671.0,D,debt_consolidation,WA,OWN,2,0,0.3146,0.9,0.1347,1
101381,2022-11-23,66,100627.0,19838.0,36,5.0,835.0,B,education,IL,RENT,3,0,0.3767,0.9,0.05,0
101382,2023-02-28,34,81930.0,24296.0,36,8.0,671.0,D,medical,NY,RENT,1,0,0.8004,0.9,0.1251,0
101383,2022-09-19,36,82059.0,1960.0,36,14.0,735.0,C,home_improvement,IL,RENT,4,0,0.3403,0.2211,0.0555,0
101384,2022-09-16,62,41243.0,24164.0,36,10.0,713.0,D,small_business,TX,MORTGAGE,1,0,0.4036,0.9,0.1046,1
101385,2022-12-28,38,45975.0,2933.0,36,0.0,711.0,C,education,FL,MORTGAGE,1,0,0.675,0.6867,0.1048,0
101386,2022-03-23,31,139303.0,16942.0,36,9.0,689.0,B,small_business,TX,MORTGAGE,2,0,0.5748,0.9,0.0824,0
101387,2022-01-28,46,69665.0,7529.0,60,6.0,618.0,D,medical,IL,MORTGAGE,0,0,0.8955,0.9,0.1643,1
101388,2022-12-28,35,51757.0,30881.0,36,8.0,528.0,A,small_business,GA,OWN,1,0,0.7131,0.9,0.1284,1
101389,2023-06-08,61,117933.0,7586.0,36,8.0,767.0,E,education,IL,RENT,0,0,0.3407,0.6214,0.1102,0
101390,2023-03-04,62,83454.0,3148.0,60,9.0,653.0,D,home_improvement,CA,RENT,1,0,0.7405,0.4241,0.153,0
101391,2022-02-25,35,92345.0,19200.0,36,13.0,578.0,F,small_business,CA,MORTGAGE,1,1,0.0956,0.9,0.2291,1
101392,2022-11-12,45,70859.0,14277.0,60,13.0,716.0,A,education,NY,OWN,2,2,0.634,0.9,0.0686,0
101393,2023-02-02,66,65440.0,4459.0,60,15.0,715.0,C,home_improvement,IL,MORTGAGE,1,0,0.3491,0.6337,0.1115,1
101394,2023-07-13,55,69912.0,22732.0,60,9.0,736.0,B,education,NY,MORTGAGE,1,0,0.5991,0.9,0.0675,1
101395,2023-05-07,30,33518.0,1000.0,36,4.0,757.0,C,debt_consolidation,NC,MORTGAGE,0,2,0.8727,0.4083,0.0628,0
101396,2023-05-10,48,72362.0,8674.0,60,3.0,635.0,B,home_improvement,IL,RENT,2,2,0.1459,0.9,0.1049,0
101397,2022-01-04,49,83881.0,12823.0,36,13.0,638.0,C,home_improvement,NC,MORTGAGE,1,1,0.6646,0.9,0.1164,0
101398,2022-12-02,51,130514.0,25220.0,36,14.0,671.0,C,debt_consolidation,NC,MORTGAGE,1,0,0.648,0.9,0.1024,0
101399,2023-11-07,22,77580.0,29659.0,60,0.0,739.0,F,small_business,CA,RENT,1,1,,0.9,0.1784,1
101400,2023-11-25,34,18000.0,27925.0,36,,564.0,B,medical,NC,MORTGAGE,0,0,0.284,0.9,0.1275,1
101401,2023-07-18,60,72180.0,16621.0,60,10.0,698.0,C,home_improvement,CA,RENT,4,0,0.4621,0.9,0.118,0
101402,2023-03-05,32,157185.0,1000.0,36,2.0,746.0,D,education,CA,MORTGAGE,0,0,0.2874,0.2883,0.1124,0
101403,2023-08-23,34,100991.0,21518.0,36,0.0,743.0,B,home_improvement,IL,RENT,1,0,0.566,0.9,0.0601,0
101404,2022-09-20,35,50673.0,31235.0,36,15.0,733.0,D,education,IL,RENT,1,0,0.2191,0.9,0.0771,1
101405,2022-11-26,29,92733.0,29104.0,60,1.0,754.0,D,small_business,WA,MORTGAGE,0,0,0.3925,0.9,0.1059,1
101406,2022-10-01,28,52740.0,22167.0,36,3.0,525.0,D,education,CA,MORTGAGE,0,0,0.606,0.9,0.1796,1
101407,2022-03-15,36,34386.0,7294.0,60,,787.0,D,debt_consolidation,CA,RENT,1,0,0.3335,0.9,0.0794,1
101408,2022-01-16,61,64549.0,13272.0,36,1.0,710.0,D,education,GA,RENT,4,0,0.4007,0.9,0.1143,1
101409,2022-08-30,21,77746.0,35404.0,60,12.0,770.0,F,debt_consolidation,IL,MORTGAGE,1,1,0.2987,0.9,0.1799,0
101410,2023-05-06,34,18835.0,5249.0,36,8.0,620.0,A,small_business,NY,OWN,2,0,0.5313,0.9,0.0833,1
101411,2023-06-07,23,40525.0,7669.0,60,8.0,585.0,C,small_business,TX,MORTGAGE,1,0,0.4525,0.9,0.1686,0
101412,2023-06-28,46,75310.0,26483.0,36,13.0,797.0,D,debt_consolidation,TX,RENT,4,0,0.3335,0.9,0.0819,1
101413,2023-02-14,32,62755.0,14120.0,36,0.0,634.0,A,debt_consolidation,NY,MORTGAGE,1,0,0.3539,0.9,0.0891,0
101414,2022-06-12,57,86844.0,7364.0,60,0.0,671.0,C,debt_consolidation,FL,MORTGAGE,4,1,0.5116,0.7935,0.1299,0
101415,2023-09-11,47,38560.0,31752.0,36,3.0,722.0,D,debt_consolidation,GA,RENT,0,0,0.2684,0.9,0.0936,1
101416,2023-07-15,57,96423.0,22150.0,36,7.0,736.0,B,debt_consolidation,FL,RENT,1,1,0.4711,0.9,0.0671,0
101417,2022-05-27,50,39487.0,14564.0,60,15.0,755.0,C,education,FL,RENT,1,2,0.4866,0.9,0.1007,1
101418,2023-05-10,41,124282.0,7688.0,60,1.0,703.0,D,home_improvement,NC,RENT,2,2,0.5112,0.6746,0.1336,0
101419,2022-06-19,60,23527.0,36427.0,60,6.0,627.0,A,education,CA,MORTGAGE,0,0,0.3739,0.9,0.1123,1
101420,2022-02-09,42,42223.0,17780.0,60,6.0,732.0,B,debt_consolidation,CA,RENT,0,0,0.601,0.9,0.0693,0
101421,2022-02-10,64,87521.0,30576.0,60,3.0,733.0,D,small_business,NC,MORTGAGE,2,0,0.6723,0.9,0.1263,0
101422,2022-07-13,66,124927.0,26043.0,36,5.0,581.0,D,medical,NC,MORTGAGE,2,0,0.6095,0.9,0.1577,1
101423,2022-06-11,48,84451.0,13312.0,36,3.0,775.0,C,medical,FL,MORTGAGE,1,0,0.522,0.9,0.0586,0
101424,2023-12-31,52,91886.0,13384.0,60,2.0,541.0,C,small_business,TX,MORTGAGE,1,0,0.1947,0.9,0.183,0
101425,2023-11-27,32,75526.0,31017.0,60,8.0,752.0,A,home_improvement,CA,MORTGAGE,0,0,0.8151,0.9,0.0563,0
101426,2022-01-06,58,44208.0,31163.0,36,14.0,652.0,D,debt_consolidation,TX,RENT,2,0,0.4917,0.9,0.1221,1
101427,2023-12-23,51,60296.0,1108.0,36,6.0,732.0,B,home_improvement,NC,RENT,2,0,0.5424,0.2498,0.0681,0
101428,2023-11-03,62,38643.0,22948.0,36,10.0,721.0,E,education,WA,MORTGAGE,2,0,0.339,0.9,0.1165,0
101429,2023-11-28,33,36639.0,16909.0,60,10.0,688.0,D,medical,GA,RENT,2,0,0.437,0.9,0.1421,1
101430,2023-08-20,57,87052.0,8700.0,36,13.0,717.0,A,education,IL,RENT,1,0,0.7159,0.7406,0.05,0
101431,2022-03-29,42,41305.0,20356.0,60,13.0,685.0,C,education,WA,RENT,0,0,0.6365,0.9,0.0979,1
101432,2023-06-16,29,84587.0,5854.0,60,14.0,733.0,E,debt_consolidation,NC,RENT,3,0,0.4177,0.8,0.1534,1
101433,2023-07-07,28,35945.0,13802.0,36,13.0,821.0,E,debt_consolidation,NY,RENT,1,0,0.7855,0.9,0.0948,1
101434,2023-02-11,46,83891.0,10814.0,36,14.0,610.0,C,debt_consolidation,IL,MORTGAGE,2,0,0.2781,0.9,0.1197,1
101435,2022-03-16,35,60340.0,13502.0,36,15.0,500.0,B,debt_consolidation,NY,MORTGAGE,0,0,0.1438,0.9,0.1384,1
101436,2022-07-05,25,117198.0,17357.0,36,11.0,665.0,D,medical,IL,MORTGAGE,1,0,0.0942,0.9,0.1274,1
101437,2023-01-13,40,84712.0,8860.0,36,7.0,661.0,D,debt_consolidation,TX,RENT,0,0,0.639,0.9,0.1209,0
101438,2022-04-30,51,112073.0,32159.0,36,4.0,667.0,C,education,TX,MORTGAGE,3,0,0.3408,0.9,0.1111,0
101439,2023-12-11,35,52331.0,22440.0,60,9.0,634.0,B,medical,NY,RENT,2,3,0.4519,0.9,0.1106,0
101440,2022-02-11,64,76684.0,34151.0,36,13.0,742.0,E,small_business,NC,MORTGAGE,1,0,0.6989,0.9,0.1189,1
101441,2023-01-27,56,45567.0,16559.0,36,12.0,607.0,C,education,NY,MORTGAGE,3,1,0.5457,0.9,0.1383,1
101442,2023-02-14,44,62592.0,13061.0,36,8.0,717.0,B,debt_consolidation,WA,MORTGAGE,2,0,0.2428,0.9,0.0529,0
101443,2022-12-07,63,67137.0,33826.0,60,1.0,728.0,B,medical,IL,MORTGAGE,2,0,0.8048,0.9,0.0642,1
101444,2023-10-05,40,53224.0,12797.0,36,4.0,709.0,B,small_business,IL,RENT,3,0,0.4218,0.9,0.0571,0
101445,2022-03-26,27,38535.0,16395.0,36,9.0,719.0,C,education,TX,RENT,1,1,0.4674,0.9,0.0848,1
101446,2022-04-22,22,32594.0,24480.0,60,6.0,747.0,B,education,GA,RENT,0,0,0.3374,0.9,0.0903,0
101447,2022-02-17,64,18000.0,6860.0,36,7.0,693.0,C,home_improvement,GA,OWN,0,0,0.2569,0.9,0.0943,1
101448,2022-06-25,65,43310.0,24402.0,36,4.0,669.0,B,home_improvement,CA,OWN,1,0,0.5261,0.9,0.0737,0
101449,2022-01-26,55,,23250.0,36,1.0,719.0,B,small_business,FL,MORTGAGE,0,0,0.1917,0.9,0.0541,0
101450,2022-04-19,25,27045.0,29424.0,60,7.0,726.0,A,small_business,GA,MORTGAGE,2,0,0.4634,0.9,0.0737,1
101451,2023-03-26,34,33956.0,26010.0,60,7.0,743.0,B,home_improvement,TX,RENT,3,0,0.7971,0.9,0.0555,1
101452,2023-03-31,22,128727.0,29700.0,36,,587.0,C,medical,IL,MORTGAGE,3,0,0.6303,0.9,0.1164,0
101453,2023-06-26,23,55905.0,17006.0,60,1.0,679.0,C,education,GA,RENT,0,0,0.5206,0.9,0.1204,1
101454,2023-07-11,32,84631.0,10236.0,60,7.0,626.0,D,home_improvement,GA,RENT,2,0,0.2603,0.9,0.1684,1
101455,2023-07-13,47,94270.0,36990.0,60,13.0,724.0,C,home_improvement,FL,MORTGAGE,1,0,0.4679,0.9,0.1095,1
101456,2023-09-06,24,94876.0,4260.0,60,4.0,734.0,D,education,WA,RENT,4,0,0.3208,0.4411,0.1199,0
101457,2023-07-08,66,29331.0,5161.0,60,,674.0,A,small_business,NC,MORTGAGE,4,0,0.7684,0.9,0.1024,1
101458,2022-06-22,41,68068.0,23086.0,36,1.0,646.0,C,home_improvement,FL,MORTGAGE,0,1,0.3852,0.9,0.1097,0
101459,2023-12-26,33,26453.0,32625.0,36,9.0,726.0,A,home_improvement,NC,MORTGAGE,0,0,0.3228,0.9,0.05,0
101460,2023-05-27,44,148390.0,19706.0,60,13.0,682.0,C,education,GA,MORTGAGE,1,0,0.4365,0.9,0.1167,0
101461,2022-03-26,57,27154.0,26994.0,36,7.0,776.0,C,home_improvement,WA,RENT,3,0,0.3237,0.9,0.0626,1
101462,2022-11-25,35,43565.0,1000.0,36,6.0,796.0,D,small_business,WA,MORTGAGE,1,0,0.5271,0.3524,0.1105,0
101463,2023-10-27,23,43782.0,13504.0,60,11.0,750.0,C,medical,TX,MORTGAGE,2,1,0.8443,0.9,0.088,0
101464,2023-12-24,23,30100.0,1134.0,60,7.0,704.0,C,home_improvement,CA,MORTGAGE,1,0,0.4814,0.3792,0.1102,0
101465,2023-12-08,60,115578.0,25024.0,60,6.0,800.0,B,home_improvement,GA,MORTGAGE,0,0,0.2954,0.9,0.0674,0
101466,2023-05-29,26,147673.0,4075.0,60,12.0,704.0,F,small_business,WA,OWN,0,0,0.4484,0.4532,0.1939,0
101467,2023-02-27,50,60728.0,6500.0,36,4.0,661.0,B,education,NC,MORTGAGE,2,0,0.2258,0.7814,0.0688,0
101468,2022-03-16,38,35387.0,22626.0,60,13.0,649.0,A,debt_consolidation,IL,OWN,2,1,0.99,0.9,0.1176,1
101469,2023-03-04,56,18000.0,27556.0,60,4.0,648.0,A,education,FL,RENT,3,0,0.8402,0.9,0.104,0
101470,2022-08-11,23,67677.0,16569.0,36,8.0,690.0,F,home_improvement,GA,OWN,1,0,0.7294,0.9,0.1456,1
101471,2022-07-18,62,65509.0,23132.0,36,4.0,718.0,E,small_business,NC,OWN,1,0,0.6303,0.9,0.1287,1
101472,2023-05-10,53,55461.0,22840.0,60,10.0,605.0,B,home_improvement,GA,RENT,1,0,0.4469,0.9,0.1208,1
101473,2022-06-21,41,,16061.0,36,6.0,663.0,A,home_improvement,GA,MORTGAGE,0,1,0.4513,0.9,0.0701,0
101474,2023-05-25,30,86855.0,8148.0,36,3.0,703.0,D,education,TX,MORTGAGE,0,1,0.4359,0.8871,0.1084,1
101475,2022-11-12,65,84692.0,23084.0,36,11.0,729.0,B,small_business,GA,MORTGAGE,2,0,0.9554,0.9,0.0656,1
101476,2022-10-14,34,65516.0,23518.0,36,14.0,688.0,A,education,CA,RENT,3,1,0.4416,0.9,0.0775,0
101477,2022-07-28,43,41951.0,26046.0,36,0.0,705.0,C,debt_consolidation,GA,MORTGAGE,0,0,0.3672,0.9,0.101,0
101478,2022-08-06,39,94975.0,20809.0,60,9.0,616.0,C,home_improvement,TX,MORTGAGE,3,0,0.4591,0.9,0.1596,1
101479,2023-07-31,31,75375.0,7484.0,36,11.0,635.0,C,debt_consolidation,CA,RENT,3,0,0.5834,0.8517,0.114,1
101480,2022-07-06,40,101651.0,24213.0,60,11.0,686.0,D,medical,WA,OWN,0,0,0.01,0.9,0.1147,1
101481,2023-04-15,27,98702.0,17988.0,36,3.0,721.0,D,medical,NY,MORTGAGE,1,0,0.5587,0.9,0.0766,0
101482,2022-08-24,21,32347.0,13655.0,36,1.0,704.0,C,education,GA,RENT,2,0,0.01,0.9,0.0961,0
101483,2023-05-14,34,31973.0,15348.0,36,8.0,639.0,A,home_improvement,NY,MORTGAGE,0,0,0.7744,0.9,0.0838,0
101484,2022-03-05,26,52334.0,11788.0,60,10.0,676.0,A,small_business,WA,RENT,3,2,0.1352,0.9,0.1046,0
101485,2023-11-04,40,43312.0,26000.0,60,4.0,781.0,E,education,WA,RENT,0,1,0.3194,0.9,0.1322,1
101486,2022-09-24,60,97658.0,5237.0,36,5.0,723.0,B,debt_consolidation,GA,RENT,3,0,0.0966,0.5381,0.05,0
101487,2022-05-07,28,85539.0,9059.0,60,8.0,680.0,C,medical,GA,OWN,0,1,0.8402,0.846,0.112,1
101488,2022-04-29,21,107976.0,15041.0,36,7.0,628.0,A,home_improvement,IL,MORTGAGE,1,1,0.4775,0.9,0.0931,1
101489,2023-06-29,26,86895.0,32524.0,36,7.0,647.0,B,debt_consolidation,NY,MORTGAGE,2,1,0.9253,0.9,0.0801,1
101490,2022-06-10,44,81259.0,27489.0,60,10.0,690.0,C,medical,IL,RENT,2,0,0.8776,0.9,0.1291,1
101491,2022-07-21,33,110992.0,3232.0,36,15.0,707.0,B,home_improvement,IL,MORTGAGE,0,0,0.7299,0.488,0.0628,0
101492,2022-06-18,43,89092.0,30162.0,60,12.0,724.0,D,home_improvement,NC,MORTGAGE,2,0,0.1997,0.9,0.1172,1
101493,2022-08-10,22,77043.0,30145.0,36,0.0,713.0,C,home_improvement,TX,MORTGAGE,0,1,0.5131,0.9,0.0688,1
101494,2022-05-06,36,119414.0,7434.0,60,5.0,668.0,D,medical,CA,RENT,1,0,0.7532,0.4731,0.1632,1
101495,2023-03-03,39,78455.0,1000.0,36,0.0,659.0,C,home_improvement,FL,RENT,0,0,0.5578,0.2264,0.1044,1
101496,2023-01-02,40,65870.0,17350.0,36,13.0,813.0,B,small_business,FL,OWN,5,0,0.406,0.9,0.05,1
101497,2022-03-05,46,49865.0,28102.0,36,10.0,657.0,D,home_improvement,NC,MORTGAGE,1,0,0.5503,0.9,0.1195,1
101498,2023-04-29,56,,32321.0,60,3.0,612.0,E,small_business,NY,RENT,3,0,0.5695,0.9,0.1913,1
101499,2023-11-04,42,112112.0,10163.0,36,13.0,592.0,A,medical,TX,OWN,0,0,0.1846,0.7646,0.1063,1
101500,2023-09-28,59,73482.0,33768.0,36,9.0,669.0,D,home_improvement,CA,RENT,0,1,0.3666,0.9,0.1267,1
101501,2022-08-31,45,114237.0,1000.0,36,0.0,746.0,C,education,NC,MORTGAGE,2,0,0.6106,0.2817,0.0774,0
101502,2023-01-18,32,18000.0,14688.0,36,2.0,655.0,D,small_business,IL,RENT,2,1,0.6549,0.9,0.1381,1
101503,2022-11-18,31,73336.0,14245.0,36,12.0,779.0,A,medical,NC,OWN,0,0,0.5287,0.9,0.05,1
101504,2022-02-08,35,73797.0,28371.0,60,4.0,690.0,A,medical,NY,RENT,0,0,0.3984,0.9,0.0895,0
101505,2023-02-09,48,53190.0,29685.0,36,8.0,757.0,B,small_business,CA,OWN,2,2,0.4416,0.9,0.05,0
101506,2022-08-29,32,146516.0,26588.0,36,14.0,645.0,A,small_business,FL,MORTGAGE,1,1,0.3291,0.9,0.0797,0
101507,2023-09-22,63,73014.0,5845.0,36,4.0,645.0,C,small_business,TX,RENT,1,2,0.4592,0.6823,0.0997,0
101508,2023-01-23,43,62768.0,25764.0,36,0.0,695.0,E,debt_consolidation,TX,RENT,1,0,0.65,0.9,0.137,0
101509,2022-09-23,60,75779.0,22581.0,36,,719.0,B,home_improvement,NC,MORTGAGE,1,0,0.9656,0.9,0.0667,1
101510,2023-06-08,52,18000.0,2959.0,36,14.0,679.0,C,medical,FL,RENT,3,1,0.2392,0.9,0.1024,0
101511,2022-05-12,36,52204.0,1000.0,36,9.0,708.0,B,medical,CA,RENT,2,0,0.7334,0.268,0.0734,0
101512,2022-06-16,31,104497.0,27342.0,60,5.0,725.0,C,home_improvement,TX,MORTGAGE,0,1,0.5566,0.9,0.1147,0
101513,2023-03-12,55,56132.0,16379.0,36,1.0,605.0,D,education,NY,RENT,2,0,0.1598,0.9,0.1349,0
101514,2023-07-06,36,50134.0,6433.0,60,11.0,670.0,D,home_improvement,NC,MORTGAGE,0,0,0.4605,0.9,0.1233,1
101515,2023-08-14,32,114286.0,16126.0,36,0.0,659.0,C,medical,WA,MORTGAGE,0,2,0.4436,0.9,0.1038,0
101516,2023-06-21,63,115208.0,21276.0,60,1.0,662.0,C,small_business,IL,RENT,1,0,0.4797,0.9,0.1399,1
101517,2023-05-18,43,90510.0,17254.0,60,9.0,714.0,B,home_improvement,IL,RENT,0,0,0.6896,0.9,0.0988,0
101518,2023-07-01,23,61346.0,4032.0,36,10.0,660.0,F,medical,GA,RENT,0,0,0.875,0.6176,0.188,1
101519,2023-08-06,43,67816.0,34970.0,36,9.0,570.0,B,small_business,TX,OWN,2,1,0.739,0.9,0.1191,1
101520,2023-05-01,42,50876.0,27038.0,36,14.0,676.0,B,home_improvement,FL,RENT,1,0,0.5226,0.9,0.0822,0
101521,2023-01-08,60,45157.0,14982.0,60,4.0,626.0,C,education,FL,MORTGAGE,0,0,0.5448,0.9,0.1508,1
101522,2022-06-19,53,43668.0,15344.0,36,8.0,720.0,A,medical,CA,MORTGAGE,1,1,0.8958,0.9,0.05,0
101523,2023-07-04,29,56458.0,21235.0,36,4.0,738.0,B,small_business,IL,MORTGAGE,4,0,0.2683,0.9,0.05,1
101524,2023-03-05,27,43958.0,7833.0,36,5.0,560.0,E,small_business,WA,RENT,4,0,0.7284,0.9,0.197,1
101525,2022-05-20,48,28089.0,20904.0,36,2.0,644.0,A,education,WA,RENT,1,1,0.2505,0.9,0.0936,1
101526,2022-07-21,23,81582.0,6023.0,36,12.0,711.0,B,small_business,CA,MORTGAGE,2,0,0.1749,0.6261,0.074,0
101527,2023-12-16,35,82038.0,17365.0,36,11.0,605.0,B,medical,FL,MORTGAGE,1,0,0.6062,0.9,0.0883,0
101528,2023-10-31,27,126024.0,7483.0,60,11.0,737.0,B,small_business,FL,MORTGAGE,2,2,0.1485,0.5794,0.0836,0
101529,2022-02-23,21,54950.0,7937.0,60,2.0,753.0,F,medical,TX,RENT,0,0,0.4014,0.9,0.1687,1
101530,2022-02-08,63,,32812.0,36,1.0,680.0,D,education,IL,MORTGAGE,0,1,0.7549,0.9,0.1244,0
101531,2023-09-23,25,84381.0,18533.0,36,12.0,644.0,E,medical,IL,RENT,1,0,0.2972,0.9,0.1602,0
101532,2023-05-10,21,67385.0,19867.0,60,10.0,551.0,E,small_business,GA,MORTGAGE,3,0,0.8394,0.9,0.2246,1
101533,2023-01-10,63,97330.0,1000.0,60,0.0,739.0,C,home_improvement,GA,MORTGAGE,1,1,0.0285,0.3465,0.0949,1
101534,2023-09-28,29,98257.0,12627.0,60,10.0,810.0,C,debt_consolidation,NC,RENT,4,0,0.6889,0.9,0.0606,0
101535,2022-12-15,58,84822.0,22151.0,60,15.0,798.0,C,medical,FL,OWN,2,0,0.2032,0.9,0.0632,1
101536,2022-09-02,22,67331.0,19747.0,36,12.0,678.0,D,education,TX,MORTGAGE,2,1,0.4411,0.9,0.1169,1
101537,2022-05-12,28,64274.0,1000.0,60,4.0,624.0,D,small_business,IL,RENT,1,0,0.5231,0.2041,0.1475,0
101538,2022-07-05,26,33967.0,19864.0,36,5.0,740.0,C,home_improvement,WA,RENT,0,2,0.4235,0.9,0.0696,0
101539,2022-07-28,53,50822.0,21299.0,36,,682.0,C,education,NY,MORTGAGE,4,1,0.4285,0.9,0.094,1
101540,2022-03-23,49,56340.0,29554.0,36,6.0,719.0,D,small_business,FL,MORTGAGE,3,0,0.1898,0.9,0.1128,0
101541,2022-11-06,42,41281.0,12103.0,36,11.0,708.0,B,medical,NC,RENT,1,0,0.763,0.9,0.0734,0
101542,2023-01-14,32,,1000.0,36,15.0,696.0,C,education,GA,RENT,0,1,0.234,0.3497,0.1117,0
101543,2023-06-15,25,110899.0,9029.0,36,6.0,752.0,C,small_business,IL,MORTGAGE,1,0,0.2339,0.8439,0.0524,0
101544,2022-05-18,47,47758.0,8126.0,60,9.0,754.0,C,home_improvement,NC,RENT,2,0,0.4606,0.9,0.0858,0
101545,2023-12-25,31,83503.0,24630.0,36,7.0,659.0,C,debt_consolidation,CA,RENT,4,0,0.3406,0.9,0.1187,1
101546,2023-03-07,48,43977.0,1000.0,36,8.0,635.0,D,home_improvement,IL,RENT,0,0,0.6477,0.1598,0.1387,0
101547,2022-05-20,52,65852.0,13965.0,36,1.0,540.0,D,debt_consolidation,NY,MORTGAGE,2,0,0.3733,0.9,0.1718,1
101548,2023-02-22,60,54290.0,30832.0,36,15.0,669.0,B,debt_consolidation,NY,RENT,2,1,0.4798,0.9,0.0731,1
101549,2023-01-03,43,93057.0,18065.0,36,8.0,624.0,B,medical,GA,RENT,1,2,0.5029,0.9,0.1073,0
101550,2022-04-05,21,54636.0,26067.0,36,3.0,715.0,A,education,GA,RENT,1,0,0.6748,0.9,0.0559,1
101551,2023-01-07,33,105350.0,3224.0,36,9.0,670.0,A,small_business,FL,RENT,1,0,0.3745,0.4421,0.0686,0
101552,2023-05-20,60,67628.0,3582.0,60,6.0,676.0,B,medical,IL,OWN,1,0,0.1456,0.5705,0.1097,0
101553,2022-01-23,45,55512.0,30935.0,36,13.0,739.0,D,home_improvement,IL,RENT,0,0,0.3181,0.9,0.1168,0
101554,2023-11-01,49,37401.0,18911.0,36,12.0,714.0,D,small_business,NC,RENT,2,0,0.7075,0.9,0.0955,1
101555,2023-11-28,42,82596.0,18929.0,60,6.0,683.0,B,medical,CA,MORTGAGE,2,0,0.5496,0.9,0.1026,1
101556,2023-11-11,28,101857.0,7937.0,36,11.0,791.0,E,debt_consolidation,IL,OWN,0,1,0.4059,0.6737,0.105,0
101557,2023-12-09,62,83200.0,18907.0,60,0.0,734.0,C,medical,CA,MORTGAGE,1,0,0.4922,0.9,0.1029,1
101558,2022-04-19,56,142165.0,7687.0,36,15.0,665.0,D,debt_consolidation,NC,RENT,5,0,0.4269,0.56,0.1372,1
101559,2022-05-12,66,117894.0,28682.0,36,8.0,668.0,C,medical,TX,MORTGAGE,1,0,0.6375,0.9,0.117,0
101560,2023-08-24,60,65774.0,42550.0,36,10.0,737.0,D,debt_consolidation,CA,MORTGAGE,2,0,0.5475,0.9,0.0902,1
101561,2022-03-26,34,65459.0,22355.0,36,10.0,702.0,B,home_improvement,GA,MORTGAGE,0,1,0.4242,0.9,0.0526,0
101562,2023-06-30,32,89091.0,12285.0,60,5.0,623.0,A,education,WA,RENT,3,0,0.6635,0.9,0.1099,0
101563,2022-03-16,32,49859.0,1000.0,36,11.0,744.0,B,debt_consolidation,NC,RENT,4,0,0.7154,0.2872,0.0515,0
101564,2023-12-03,63,109989.0,2840.0,36,6.0,765.0,D,debt_consolidation,NY,RENT,1,1,0.2961,0.193,0.0565,0
101565,2023-02-07,46,85848.0,31994.0,36,10.0,761.0,E,home_improvement,NY,MORTGAGE,1,0,0.2998,0.9,0.1257,1
101566,2022-06-29,41,82694.0,8737.0,60,1.0,783.0,C,education,WA,RENT,2,2,0.9602,0.7945,0.0715,0
101567,2022-06-01,65,95609.0,14662.0,36,2.0,814.0,D,education,NC,MORTGAGE,0,0,0.6052,0.9,0.0639,1
101568,2023-02-25,48,126685.0,23898.0,36,14.0,794.0,A,small_business,NC,MORTGAGE,1,1,0.8139,0.9,0.05,0
101569,2022-05-08,62,80129.0,31341.0,60,11.0,710.0,D,small_business,FL,MORTGAGE,0,0,0.6585,0.9,0.1239,1
101570,2023-01-27,66,71609.0,16204.0,36,2.0,677.0,D,education,WA,OWN,1,0,0.5719,0.9,0.132,0
101571,2023-07-08,24,120262.0,14358.0,36,3.0,580.0,C,home_improvement,GA,MORTGAGE,1,0,0.0527,0.8937,0.1388,1
101572,2023-08-28,37,104027.0,18645.0,36,8.0,691.0,C,medical,WA,RENT,2,0,0.2358,0.9,0.1148,0
101573,2023-12-15,54,65371.0,12351.0,36,0.0,721.0,A,debt_consolidation,IL,MORTGAGE,1,0,0.6101,0.9,0.0579,0
101574,2022-02-25,58,75156.0,12836.0,60,6.0,693.0,B,medical,TX,RENT,1,0,0.299,0.9,0.0998,0
101575,2023-09-15,27,80861.0,21707.0,36,5.0,577.0,A,education,WA,RENT,0,1,0.4503,0.9,0.1072,0
101576,2023-01-17,35,,19668.0,60,2.0,673.0,D,debt_consolidation,TX,RENT,4,1,0.6621,0.9,0.1402,1
101577,2023-08-23,46,34302.0,37184.0,36,4.0,729.0,D,small_business,FL,MORTGAGE,0,2,0.5071,0.9,0.1087,1
101578,2022-11-25,57,28725.0,21950.0,36,4.0,628.0,A,medical,IL,RENT,3,1,0.5598,0.9,0.1007,1
101579,2022-12-25,26,48378.0,28360.0,60,1.0,700.0,E,education,CA,RENT,3,0,0.7576,0.9,0.1627,0
101580,2023-12-20,48,46058.0,8358.0,36,10.0,716.0,D,medical,FL,RENT,2,0,0.7774,0.9,0.1092,1
101581,2022-12-03,34,55685.0,22726.0,36,4.0,757.0,C,medical,NY,MORTGAGE,2,0,0.4687,0.9,0.0658,0
101582,2023-08-23,30,94041.0,11493.0,36,0.0,793.0,F,debt_consolidation,CA,MORTGAGE,3,1,0.7348,0.9,0.135,1
101583,2023-08-27,44,69932.0,21559.0,36,0.0,667.0,E,medical,WA,MORTGAGE,3,1,0.2878,0.9,0.1541,1
101584,2023-11-29,40,80892.0,24197.0,60,15.0,701.0,B,education,WA,MORTGAGE,0,0,0.5254,0.9,0.09,0
